ref_ID,Country,Ref,PubDate,Continent,MPA_name,MPA_size,MPA_size_cat,MPA_age,MPA_age_cat_2,MPA_age_cat,Multiple_Zones,MPA_ntake_01,MPA_notake,Ecosystem,Eco_simple,Study_design,Study_design_2,Stake_simple,Stakeholder,CPUE,Catch,Income
104,Philippines,"Walmsley S.F., White A.T. (2003) Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries. Environmental Conservation 30, 388-407.",2003,Asia,Apo Island Marine Reserve,274.7,Large,19,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Increase,
104,Philippines,"Walmsley S.F., White A.T. (2003) Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries. Environmental Conservation 30, 388-407.",2003,Asia,Balicasag Island,0.03,Small,18,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,No change,
104,Philippines,"Walmsley S.F., White A.T. (2003) Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries. Environmental Conservation 30, 388-407.",2003,Asia,Pamilacan Island,0.12,Small,19,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Increase,
104,Philippines,"Walmsley S.F., White A.T. (2003) Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries. Environmental Conservation 30, 388-407.",2003,Asia,Sumilon Reserve,0.398,Small,2,<10 years,Young,N,Y,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,No change,
105,Philippines,"Webb E.L., Maliao R.J., Siar S.V. (2004) Using local user perceptions to evaluate outcomes of protected area management in the Sagay Marine Reserve, Philippines. Environmental Conservation 31, 138-148.",2004,Asia,Sagay Marine Reserve,320,Large,8,<10 years,Medium,Y,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Coastal community,,,No change
105,Philippines,"Webb E.L., Maliao R.J., Siar S.V. (2004) Using local user perceptions to evaluate outcomes of protected area management in the Sagay Marine Reserve, Philippines. Environmental Conservation 31, 138-148.",2004,Asia,Sagay Marine Reserve,320,Large,8,<10 years,Medium,Y,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Coastal community,,,Decrease
106,Thailand,"Weigel J.Y., Morand P., Mawongwai T., Noel J.F., Tokrishna R. (2015) Assessing economic effects of a marine protected area on fishing households. A Thai case study. Fisheries Research 161, 64-76.",2015,Asia,Chumphon Archipelago Marine National Park,253.6,Large,16,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Increase,,
106,Thailand,"Weigel J.Y., Morand P., Mawongwai T., Noel J.F., Tokrishna R. (2015) Assessing economic effects of a marine protected area on fishing households. A Thai case study. Fisheries Research 161, 64-76.",2015,Asia,Chumphon Archipelago Marine National Park,253.6,Large,16,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Decrease,,
106,Thailand,"Weigel J.Y., Morand P., Mawongwai T., Noel J.F., Tokrishna R. (2015) Assessing economic effects of a marine protected area on fishing households. A Thai case study. Fisheries Research 161, 64-76.",2015,Asia,Chumphon Archipelago Marine National Park,253.6,Large,16,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Increase,,
106,Thailand,"Weigel J.Y., Morand P., Mawongwai T., Noel J.F., Tokrishna R. (2015) Assessing economic effects of a marine protected area on fishing households. A Thai case study. Fisheries Research 161, 64-76.",2015,Asia,Chumphon Archipelago Marine National Park,253.6,Large,16,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,,Increase
108,Philippines,"Yasue M., Kaufman L., Vincent A.C.J. (2010) Assessing ecological changes in and around marine reserves using community perceptions and biological surveys. Aquatic Conservation: Marine and Freshwater Ecosystems 20, 407-418.",2010,Asia,Handumon,0.5,Small,6,<10 years,Medium,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Increase,Increase
109,Mexico,"Cudney-Bueno, R., Bourillón, L., Sáenz-Arroyo, A., Torre-Cosío, J., Turk-Boyer, P., Shaw, W.W., 2009. Governance and effects of marine reserves in the Gulf of California, Mexico. Ocean and Coastal Management 52, 207e218. ",2009,Central America,Loreto Bay National Park,1840,Large,12,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,No change,
109,Mexico,"Cudney-Bueno, R., Bourillón, L., Sáenz-Arroyo, A., Torre-Cosío, J., Turk-Boyer, P., Shaw, W.W., 2009. Governance and effects of marine reserves in the Gulf of California, Mexico. Ocean and Coastal Management 52, 207e218. ",2009,Central America,Puerto Penasco Reserve Network,18,Medium,15,>10 years,Old,N,N,0.5,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,Increase,
110,UK,"Mangi SC, Rodwell LD, Hattam C. 2011. Assessing the impacts of establishing MPAs on fishermen and fish merchants: The case of Lyme Bay, UK. Ambio 40:457–468.",2011,Europe,Lyme Bay,206,Large,2,<10 years,Young,Y,N,0,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,,Decrease,Decrease
110,UK,"Mangi SC, Rodwell LD, Hattam C. 2011. Assessing the impacts of establishing MPAs on fishermen and fish merchants: The case of Lyme Bay, UK. Ambio 40:457–468.",2011,Europe,Lyme Bay,206,Large,2,<10 years,Young,Y,N,0,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,,Increase,No change
110,UK,"Mangi SC, Rodwell LD, Hattam C. 2011. Assessing the impacts of establishing MPAs on fishermen and fish merchants: The case of Lyme Bay, UK. Ambio 40:457–468.",2011,Europe,Lyme Bay,206,Large,2,<10 years,Young,Y,N,0,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,,,Decrease
111,Australia,"Sutton, S. G., and R. C. Tobin. 2009. Recreational fishers’ attitudes towards the 2004 rezoning of the Great Barrier Reef Marine Park. Environmental Conservation 36:245-252. http:// dx.doi.org/10.1017/S0376892909990270",2009,Oceania,Great Barrier Reef Marine Park,213769.41,Large,3,<10 years,Young,Y,Y,0.33,tropical - coral reef,Tropical,BA,BACI,Fisheries,Rfisheries,,No change,
112,Indonesia,"Campbell, S.J., Hoey, A.S., Maynard, J., Kartawijaya, T., Cinner, J., Graham, N.A.J., Baird, A.H., 2012. Weak Compliance Undermines the Success of No-Take Zones in a Large Government-Controlled Marine Protected Area. Plos One 7, e50074.",2012,Asia,Karimunjawa National Park,1116.25,Large,4,<10 years,Young,Y,Y,0.01944009,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,Increase,
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,,Increase
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,,Increase
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,,Increase
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,,Increase
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,No change,,No change
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,No change,,No change
116,Vietnam,"Ngoc, Q.T.K., 2018. Impacts on the ecosystem and human well-being of the marine protected area in Cu Lao Cham, Vietnam. Marine Policy 90, 174-183.",2018,Asia,Cu Lao Cham MPA,52,Medium,10,>10 years,Medium,Y,Y,0.024347826,tropical - coral reef,Tropical,BA,BACI,Tourism,Tourism,,,Increase
117,Saint Martin,"Pascal, N., Brathwaite, A., Brander, L., Seidl, A., Philip, M., Clua, E., 2018. Evidence of economic benefits for public investment in MPAs. Ecosystem Services 30, 3-13.",2018,Central America,Saint Martin Natural Reserve,27.96,Medium,6,<10 years,Medium,N,,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,,Increase
117,Saint Martin,"Pascal, N., Brathwaite, A., Brander, L., Seidl, A., Philip, M., Clua, E., 2018. Evidence of economic benefits for public investment in MPAs. Ecosystem Services 30, 3-13.",2018,Central America,Saint Martin Natural Reserve,27.96,Medium,6,<10 years,Medium,N,,1,tropical - coral reef,Tropical,CI,BACI,Tourism,Ctourism,,,Increase
117,Vanuatu,"Pascal, N., Brathwaite, A., Brander, L., Seidl, A., Philip, M., Clua, E., 2018. Evidence of economic benefits for public investment in MPAs. Ecosystem Services 30, 3-13.",2018,Asia,5 MPAs,0.152,Small,6,<10 years,Medium,Y,,0.5,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,,Increase
